id,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant_room,store_room,furnishing_type,luxury_category,floor_category,img,society,near_locatio
45,house,sector 25,7.6,2.0,9.0,3,Relatively New,1961.0,0.0,1.0,semifurnished,Medium,Mid Floor,static/data/45.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
46,house,sector 56,2.99,4.0,4.0,2,Moderately Old,1449.0,1.0,0.0,semifurnished,Low,Low Floor,static/data/46.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
47,flat,sector 86,1.5,3.0,3.0,1,Relatively New,1719.0,0.0,0.0,unfurnished,Low,High Floor,static/data/47.jpg,Dlf The Skycourt,"{'Holiday Inn Hotel Sector 90': '1.7 Km', 'Rao Bharat Singh International School': '2.3 Km', 'Aarvy Healthcare': '3.2 Km', 'NH-8, Imt Manesar': '8.7 Km', 'Imt Manesar': '5.9 Km', 'Sapphire 83 Mall': '6.1 Km', 'National Tennis Academy Sector 98': '7.2 Km', 'DPG Institute of Technology': '13.3 Km', 'Indira Gandhi International Airport': '31.6 Km', 'Aapno Ghar': '9.4 Km'}"
48,flat,sector 48,9.3,4.0,4.0,3+,Moderately Old,3831.0,1.0,1.0,semifurnished,Medium,Mid Floor,static/data/48.jpg,Central Park Resorts,"{'Park Hospital': '4.3km', 'Omaxe Celebration Mall': '4.4km', 'GD Goenka Public School': '4.6km', 'Cambridge College Of Education': '4.7km', 'Gurugram University': '6.5km', 'Huda Metro Station': '7.4km', 'Basai Dhankot': '9.2km', 'Iffco Chowk': '10.9km', 'Indira Gandhi Int. Airport': '22.5km'}"
49,flat,sector 83,1.19,2.0,2.0,3,Relatively New,1630.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/49.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
50,flat,sector 107,0.5,3.0,2.0,2,Relatively New,850.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/50.jpg,Signature Global Solera,"{'Dwarka Expressway': '5.2 Km', 'Chirag Hospital': '5.9 Km', ""Colonel's Central Academy"": '6.8 Km', 'Gurgaon Dreamz Mall': '6.9 Km', 'The NorthCap University': '10.4 Km', 'F9 Go Karting Gurgaon': '10.9 Km', 'SkyJumper Trampoline Park Gurgaon': '12.4 Km', 'Trident Hotel Gurgaon': '15.5 Km', 'Fun N Food Village': '15.9 Km', 'DLF Golf and Country Club': '17.4 Km', 'Indira Gandhi International Airport': '21.8 Km'}"
51,flat,sector 104,1.4,3.0,2.0,2,Under Construction,1120.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/51.jpg,Hero Homes,"{'Gurugram Railway Station': '1.1 Km', 'Dwarka Expressway': '1.6 Km', 'Kings International School': '2.6 Km', 'HUDA Market': '3 Km', 'Basai Metro Station': '3.9 Km', 'Aryan Hospital': '4.7 Km', 'IGI Airport': '21.3 Km'}"
52,flat,sector 88a,1.0,2.0,2.0,3,Relatively New,1611.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/52.jpg,Godrej Oasis,"{'Pataudi road': '600m', 'Dwarka expressway': '1.8Km', 'Double Infinity market': '1.8Km', 'Bamroli Cricket Ground': '2.1Km', 'Aman Hospital': '2.5Km', 'Kidzee': '3.8Km', 'RPS International School': '3.9Km'}"
53,flat,sohna road,1.3,3.0,3.0,3+,Relatively New,1509.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/53.jpg,Eldeco Accolade,"{'Sohna Road': '0.1 Km', 'Damdama More': '1 Km', 'Civil Hospital': '1.4 Km', 'GD Goenka World School': '1.7 Km', 'K.R. Mangalam University': '2.2 Km', 'Global City Centre': '3 Km', 'Western Peripheral Expressway': '10 Km'}"
54,house,sector 105,0.5,2.0,2.0,0,Moderately Old,100.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/54.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
55,flat,sector 69,1.36,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,semifurnished,Low,High Floor,static/data/55.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
56,house,sector 55,2.8,4.0,4.0,0,Old Property,1500.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/56.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
57,house,sector 4,1.1,3.0,4.0,1,Moderately Old,990.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/57.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
58,flat,sector 91,1.75,4.0,3.0,3+,Relatively New,2107.0,1.0,1.0,unfurnished,Medium,Mid Floor,static/data/58.jpg,Tarc Maceo,"{'Silver Streak Multi Speciality Hospital': '1.3 Km', 'Rao Bharat Singh International School': '1.8 Km', 'Holiday Inn Sector 90': '2.1 Km', 'Manish Gallexie 91': '2.2 Km', 'IMT Manesar': '5.2 Km', 'National Tennis Academy': '5.8 Km', 'Manesar Golf Course': '5.9 Km', 'Dwarka Expressway': '6.2 Km', 'Dronacharya College of Engineering': '9.2 Km', 'Indira Gandhi International Airport': '34.3 Km'}"
59,flat,sector 49,2.1,3.0,3.0,3,Moderately Old,1604.25,0.0,0.0,semifurnished,Medium,Mid Floor,static/data/59.jpg,Vatika City,"{""Guls' Kitchen"": '1.1km', 'The Nook': '3.1km', 'Open Tap': '3km', 'Frescos': '3.3km', 'Subway': '3km', 'BOB ATM': '3km', 'PNB ATM': '3.1km', 'HDFC bank ATM': '1km', 'YES bank ATM': '3.3km', 'Citibank ATM': '1.9km', 'Gurugram Hospital': '2.5km', 'Ektaa Hospital': '2.1km', 'Park Hospital': '3km', 'Polaris Hospital': '4km', 'Govind Hospital': '3.6km'}"
60,flat,sector 48,3.65,3.0,3.0,3+,Relatively New,2395.0,0.0,0.0,semifurnished,High,Mid Floor,static/data/60.jpg,Central Park Resorts,"{'Park Hospital': '4.3km', 'Omaxe Celebration Mall': '4.4km', 'GD Goenka Public School': '4.6km', 'Cambridge College Of Education': '4.7km', 'Gurugram University': '6.5km', 'Huda Metro Station': '7.4km', 'Basai Dhankot': '9.2km', 'Iffco Chowk': '10.9km', 'Indira Gandhi Int. Airport': '22.5km'}"
61,flat,sector 69,1.29,3.0,3.0,1,Relatively New,1419.0,0.0,0.0,semifurnished,Medium,High Floor,static/data/61.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
62,house,sector 76,0.75,2.0,2.0,2,New Property,745.0,0.0,0.0,unfurnished,Low,High Floor,static/data/62.jpg,Suncity Avenue 76,"{'Hyatt Regency Gurgaon': '4.5 KM', 'Euro International School, Sector 84': '6.4 KM', 'Omaxe Gurgaon Mall': '6.5 KM', 'Park Hospital': '7.8 KM', 'Gurugram University': '10.3 KM', 'Indira Gandhi Intl Airport': '26.5 KM'}"
63,flat,sector 82a,1.85,3.0,3.0,3+,Relatively New,1668.0,0.0,0.0,semifurnished,Low,Low Floor,static/data/63.jpg,Dlf The Primus,"{'Sapphire 83': '1Km', 'Cambridge Montessori': '1.4Km', 'Hyatt Regency': '1.9Km', 'NH 48': '2Km', 'Miracles Apollo Hospital': '3.3Km', 'Garhi Harsaru Junction': '9.6Km', 'IGI Airport': '26.9Km'}"
64,house,sector 25,10.0,5.0,5.0,3+,Moderately Old,9500.0,1.0,0.0,furnished,Low,Mid Floor,static/data/64.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
65,flat,sector 110,1.4,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,semifurnished,Medium,Mid Floor,static/data/65.jpg,Mahindra Aura,"{'Dwarka Expy, Block D, New Palam Vihar': '2 KM', 'Park Hospital, Palam Vihar': '2.2 KM', 'Red Roses Public School': '2.4 KM', 'Global Foyer Mall,  Palam Vihar': '3.3 KM', 'The NorthCap University': '4 KM', 'Indira Gandhi Intl Airport': '16.9 KM'}"
66,flat,sector 67,3.65,3.0,4.0,3+,Relatively New,2490.0,1.0,0.0,semifurnished,Medium,High Floor,static/data/66.jpg,Ireo Victory Valley,"{'AIPL Joy Street Mall': '1.1 Km', 'Alpine Convent School': '1.8 Km', 'Golf Course Extension Road': '3.3 Km', 'CK Birla Hospital': '4.5 Km', 'PVR Drive in Theatre': '4.8 Km', 'Radisson Hotel Sohna Road': '5 Km', 'SkyJumper Trampoline Park': '5.6 Km', 'DPG Institute of Technology': '8.3 Km', 'iON Digital Zone (Gurugram)': '8.3 Km', 'HUDA Mini Golf Course': '9.2 Km', 'Indira Gandhi International Airport': '24 Km'}"
67,flat,sector 107,0.6,3.0,2.0,2,Relatively New,750.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/67.jpg,Signature Global Solera,"{'Dwarka Expressway': '5.2 Km', 'Chirag Hospital': '5.9 Km', ""Colonel's Central Academy"": '6.8 Km', 'Gurgaon Dreamz Mall': '6.9 Km', 'The NorthCap University': '10.4 Km', 'F9 Go Karting Gurgaon': '10.9 Km', 'SkyJumper Trampoline Park Gurgaon': '12.4 Km', 'Trident Hotel Gurgaon': '15.5 Km', 'Fun N Food Village': '15.9 Km', 'DLF Golf and Country Club': '17.4 Km', 'Indira Gandhi International Airport': '21.8 Km'}"
68,flat,sector 69,1.44,3.0,3.0,2,Relatively New,1381.0,0.0,0.0,unfurnished,High,Low Floor,static/data/68.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
69,flat,sector 113,2.37,4.0,4.0,3+,Under Construction,2060.0,0.0,0.0,unfurnished,Medium,High Floor,static/data/69.jpg,M3m Capital,"{'Dwarka Expy': '10 m', 'Shivani public school': '1.8 Km', 'Baghera University': '2.7 Km', 'Kutumbh Hospital': '1 Km', 'Bijwasan Railway Station': '4.5 Km', 'Global Foyer Mall': '4.2 Km', 'Phase 2 Metro Station': '11.5 Km', 'IGI Airport': '16.5 Km'}"
70,flat,sector 104,0.2,1.0,2.0,2,New Property,334.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/70.jpg,Zara Aavaas,"{'Mps World School': '0.8 Km', 'Northern Peripheral Road': '3.3 Km', 'Tomar Hospital': '3.5 Km', 'HUDA Mini Golf Course': '6.8 Km', 'F9 Go Karting Gurgaon': '6.9 Km', ""Oyster's Water Park"": '9.4 Km', 'Taj City Centre Hotel': '9.6 Km', 'DPG Institute of Technology': '10.9 Km', 'Ardee Mall': '11.4 Km', 'Indira Gandhi International Airport': '20.2 Km'}"
71,flat,sector 33,1.5,2.0,2.0,3+,Under Construction,1539.0,0.0,0.0,unfurnished,Medium,Low Floor,static/data/71.jpg,Godrej Nature Plus,"{'K. R. Mangalam University': '1.1 KM', 'Badshahpur Sohna Rd Hwy': '1.7 KM', 'Gurjar Samrat Jaipal Khatana Marg': '2.3 KM', 'Signature Global Infinity Mall Sohna': '2.3 KM', 'Vidya Niketan Sr Sec School': '4.7 KM', 'Sanjivani Hospital': '7 KM', 'Garhi Harsaru Junction': '30.5 KM', 'Indira Gandhi Intl Airport': '35.6 KM'}"
72,flat,sector 113,1.83,2.0,2.0,0,New Property,1310.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/72.jpg,M3m Capital,"{'Dwarka Expy': '10 m', 'Shivani public school': '1.8 Km', 'Baghera University': '2.7 Km', 'Kutumbh Hospital': '1 Km', 'Bijwasan Railway Station': '4.5 Km', 'Global Foyer Mall': '4.2 Km', 'Phase 2 Metro Station': '11.5 Km', 'IGI Airport': '16.5 Km'}"
73,house,sector 4,3.2,3.0,3.0,2,Old Property,2250.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/73.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
74,flat,sector 102,4.55,4.0,4.0,3+,Relatively New,4630.0,0.0,0.0,semifurnished,Medium,High Floor,static/data/74.jpg,Adani M2k Oyster Grande,"{'Prime Scholars International School': '800 Meter', 'Dwarka Expy, Dhanwapur Village': '3 KM', 'WTC Plaza': '4.5 KM', 'Shri Balaji’s Multispeciality Hospital': '5.9 KM', 'Euro International School, Sector 37D': '6.3  KM', 'Delhi Public School, Sector 103': '2.8 KM', 'SGT University': '9 KM', 'Park Inn, Gurgaon': '10.3 KM', 'DLF World Tech Park': '13 KM', 'Star Mall': '13.7 KM', 'Indira Gandhi Intl Airport': '22.8 KM'}"
75,flat,sector 49,1.72,3.0,3.0,2,Old Property,2444.0,0.0,0.0,semifurnished,Medium,Low Floor,static/data/75.jpg,Vatika City,"{""Guls' Kitchen"": '1.1km', 'The Nook': '3.1km', 'Open Tap': '3km', 'Frescos': '3.3km', 'Subway': '3km', 'BOB ATM': '3km', 'PNB ATM': '3.1km', 'HDFC bank ATM': '1km', 'YES bank ATM': '3.3km', 'Citibank ATM': '1.9km', 'Gurugram Hospital': '2.5km', 'Ektaa Hospital': '2.1km', 'Park Hospital': '3km', 'Polaris Hospital': '4km', 'Govind Hospital': '3.6km'}"
76,flat,sector 61,2.2,3.0,3.0,2,Under Construction,1778.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/76.jpg,Smart World Orchard,"{'Golf Course Ext Road': '1.1 KM', 'Sector 55-56 Metro station': '1.9 KM', 'Bestech Central Square Mall': '2.5 KM', 'ORCHIDS The International School': '3.1 Km', 'Sushant University': '3.5 KM', 'Marengo Asia Hospitals': '8.8 KM', 'Badshahpur Sohna Rd Hwy': '12.5 KM', 'Gurgaon Railway Station': '16 KM', 'Indira Gandhi Intl Airport': '19.3 KM'}"
77,flat,sector 37,1.4,3.0,3.0,3+,Relatively New,1890.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/77.jpg,Corona Optus,"{'The Esplanade Mall': '0.85 Km', 'Gurugram Road': '1.1 Km', 'Heritage badminton academy': '1.1 Km', 'Green Field Public School': '1.4 Km', 'Kadipur Industrial Area': '2 Km', 'Delhi Jaipur Expressway': '3.5 Km', 'Tau DeviLal Sports Complex': '7.3 Km', 'Gurgaon Railway Station': '7.5 Km', 'Medanta The Medicity': '8.9 Km', 'SkyJumper Trampoline Park': '9 Km', 'Gurugram University': '10.8 Km', 'Holiday Inn Gurugram Sector 90': '12.9 Km', 'Indira Gandhi International Airport': '22.8 Km'}"
78,house,sector 104,1.95,3.0,5.0,3+,Moderately Old,920.0,0.0,0.0,unfurnished,Medium,Low Floor,static/data/78.jpg,Hero Homes,"{'Gurugram Railway Station': '1.1 Km', 'Dwarka Expressway': '1.6 Km', 'Kings International School': '2.6 Km', 'HUDA Market': '3 Km', 'Basai Metro Station': '3.9 Km', 'Aryan Hospital': '4.7 Km', 'IGI Airport': '21.3 Km'}"
79,flat,sector 70,1.75,3.0,5.0,0,Relatively New,1950.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/79.jpg,Shree Vardhman Victoria,"{'Golf Course Extn Road': '200 Meter', 'Sohna Road': '500 Meter', 'Tulip Violet Society, Sector 69': '1.8 KM', 'Spaze Palazo, Golf Course Ext Rd': '3.3 KM', 'Federal Bank Sector 71': '3.4 KM', 'Kunskapsskolan International': '3.4 KM', 'Southern Peripheral Rd, Gurugram': '3.5 KM', 'Ektaa Hospitals  Main Sohna Rd': '4 KM', 'Central Bank Of India Sohna Rd': '4.2 KM', 'Sanjeevani Hospital - Child Specialist': '4.2 KM', 'VATIKA BUSINESS PARK Sohna Rd': '4.2 KM', 'IndianOil, Hasanpur': '4.5 KM', 'The Medicity, Spaze iTech Park': '5 KM', 'Axis Bank, Sohna Rd': '5.6 KM', 'Airia Mall': '5.9 KM'}"
80,flat,sector 103,2.45,4.0,4.0,3,Relatively New,2602.0,1.0,1.0,unfurnished,Low,High Floor,static/data/80.jpg,Indiabulls Centrum Park,"{'S N International School': '2.3 Km', 'Dwarka Expressway': '2.3 Km', 'Gurgaon Railway Station': '4.4 Km', 'Infinitys Badminton Academy': '5.5 Km', 'Gurgaon Dreamz Mall': '5.7 Km', 'Metro Hospital, Palam Vihar': '7.5 Km', 'Country Inn and Suites by Radisson': '8.3 Km', 'Delhi Gurgaon Expressway': '9 Km', 'F9 Go Karting Gurgaon': '9.5 Km', 'HUDA Market, Sector 14': '9.6 Km', 'The NorthCap University': '9.8 Km', 'HUDA Mini Golf Course': '10.4 Km', 'Sector 29 Gurgaon Pubs and Bars': '11.7 Km', 'Emaar Business Park': '14.1 Km', 'Indira Gandhi International Airport': '22.8 Km'}"
81,house,sector 28,0.7,2.0,2.0,0,Old Property,864.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/81.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
82,flat,sector 89,1.3,3.0,3.0,2,New Property,1179.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/82.jpg,M3m Soulitude,"{'Sector 86 Road': '950 Meter', 'Genesis Hospital': '1.5 KM', 'Dwarka Expy': '2.5 KM', 'Euro International School': '2.6 KM', 'Vatika Town Square-INXT': '4.1 KM', 'Garhi Harsaru Junction': '4.6 KM', 'Delh-Ajmer Expy': '5.8 KM', 'Gurugram University': '15.7 KM', 'Indira Gandhi Intl Airport': '28 KM'}"
83,house,sector 109,6.5,4.0,4.0,3+,New Property,5400.0,1.0,0.0,semifurnished,High,Low Floor,static/data/83.jpg,International City By Sobha Phase 2,"{'Euro International School': '1.1 KM', 'Dwarka Expressway': '2.7 KM', 'Gurgaon Railway Station': '4.2 KM', 'Aryan Hospital': '6.7 KM', 'The NorthCap University': '7.4 KM', 'Dwarka Sector 21 Metro Station': '10.9 KM', 'Pacific D21 Mall': '11 KM', 'Indira Gandhi Intl Airport': '18.1 KM'}"
84,flat,sector 37d,0.55,2.0,2.0,3,New Property,543.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/84.jpg,Signature Global The Millennia,"{'Signature tower': '12 Km', 'Jharsha Chowk': '9 Km', 'Hero Honda Chowk': '5 Km', 'Rajiv Chowk': '8 Km', 'Umang Bhawaj Chawk': '2 Km', 'IMT Manesar': '13 Km', 'NH 8': '5 Km', 'Delhi': '10 Km', 'Dwarka Expressway': '2.5 Km', 'Gurgaon Railway Station': '9.3 Km', 'Basai Dhancourt Railway Station': '2 Km', 'AIIMS Jhajjar': '15 Km', 'Vedic Hospital': '3.2 Km', 'Balaji Hospital': '6.4 Km', 'SGT Medical College': '11.1 Km'}"
85,flat,sohna road,0.9,3.0,2.0,2,Under Construction,1014.0,0.0,0.0,unfurnished,Medium,Low Floor,static/data/85.jpg,Signature Global Park,"{'Global city centre': '850 m', 'Sohna road dhunela': '1.2 KM', 'Gd goenka university': '3.3 KM', 'Vardaan hospital and trauma centre': '5.2 KM', 'Maharana pratap school': '7.7 KM', 'Sector 55-56 metro': '19.4 KM', 'Garhi harsaru railway station Gurgaon': '29.5 KM', 'Indira Gandhi International Airport': '34.5 KM'}"
86,flat,sector 107,1.15,2.0,2.0,3,Relatively New,1281.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/86.jpg,M3m Woodshire,"{'Signum 107': '0.45 Km', 'The Shikshiyan School': '1.9 Km', 'Nora Solomon Medicenter': '2.9Km', 'Najafgarh Jheel Bird Sanctuary': '3.6 Km', 'Skylark Cricket Academy': '3.8 Km', 'Indira Gandhi International Airport': '21.2Km'}"
87,flat,sector 66,3.5,3.0,4.0,3,Relatively New,2150.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/87.jpg,Emaar Mgf The Palm Drive,"{'Ashoka International School': '2.3 Km', 'HUB 66': '2.6 Km', 'Park Hospital': '2.8 Km', 'Vatika Business Centre': '2.9 Km', 'NH 248A': '3.8 Km', 'Gurugram University': '4.3 Km', 'De Adventure Park': '5 Km', 'Sealdah': '6.1 Km', 'Sector 55-56 Rapid Metro Station': '6.5 Km', 'Hasanpur': '6.5 Km', 'Tau DeviLal Sports Complex': '7.2 Km', 'DLF Golf and Country Club': '11.9 Km', 'The Oberoi Gurgaon': '15 Km', 'Indira Gandhi International Airport': '22.7 Km'}"
